,euctr_id,title,reg_date,other_id,field,provenance
6183,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,US NCT number,results
6184,2020-002238-34, Open label extension study for monitoring long-term safety in patients with Myoclonic Astatic Epilepsy (Doose-Syndrome) receiving Fenfluramine as add-on therapy,04-12-2020,NA,ISRCTN number,results
6185,2020-002282-33, Effect of anticoagulation therapy on clinical outcomes in COVID-19 (COVID-PREVENT),29-05-2020,NA,US NCT number,protocol
6186,2020-002282-33, Effect of anticoagulation therapy on clinical outcomes in COVID-19 (COVID-PREVENT),29-05-2020,NA,other,protocol
6187,2020-002282-33, Effect of anticoagulation therapy on clinical outcomes in COVID-19 (COVID-PREVENT),29-05-2020,NA,US NCT number,results
6188,2020-002282-33, Effect of anticoagulation therapy on clinical outcomes in COVID-19 (COVID-PREVENT),29-05-2020,NA,ISRCTN number,results
6189,2020-002502-75, P-pVAC-SARS-CoV-2: Phase I single-center safety and immungenicity trial of multi-peptide vaccination to prevent COVID-19 infection in adults,26-06-2020,NA,US NCT number,protocol
6190,2020-002502-75, P-pVAC-SARS-CoV-2: Phase I single-center safety and immungenicity trial of multi-peptide vaccination to prevent COVID-19 infection in adults,26-06-2020,NA,other,protocol
6191,2020-002502-75, P-pVAC-SARS-CoV-2: Phase I single-center safety and immungenicity trial of multi-peptide vaccination to prevent COVID-19 infection in adults,26-06-2020,NA,US NCT number,results
6192,2020-002502-75, P-pVAC-SARS-CoV-2: Phase I single-center safety and immungenicity trial of multi-peptide vaccination to prevent COVID-19 infection in adults,26-06-2020,NA,ISRCTN number,results
6193,2020-002504-39, Hamburg Edoxaban foR anticoagulation in COvid-19 study,14-08-2020,NA,US NCT number,protocol
6194,2020-002504-39, Hamburg Edoxaban foR anticoagulation in COvid-19 study,14-08-2020,NA,other,protocol
6195,2020-002504-39, Hamburg Edoxaban foR anticoagulation in COvid-19 study,14-08-2020,NA,US NCT number,results
6196,2020-002504-39, Hamburg Edoxaban foR anticoagulation in COvid-19 study,14-08-2020,NA,ISRCTN number,results
6197,2020-002510-40," A multicenter, randomized, double-blind, placebo-controlled, phase 2, 12-week treatment study followed by a 12 week open label phase and a 12-week follow-up period to assess the efficacy and safety of avdoralimab (IPH5401) C5aR blocking antibody in adult patients with chronic spontaneous urticaria resistant to H1-antihistamine treatment.",08-10-2020,NA,US NCT number,protocol
6198,2020-002510-40," A multicenter, randomized, double-blind, placebo-controlled, phase 2, 12-week treatment study followed by a 12 week open label phase and a 12-week follow-up period to assess the efficacy and safety of avdoralimab (IPH5401) C5aR blocking antibody in adult patients with chronic spontaneous urticaria resistant to H1-antihistamine treatment.",08-10-2020,NA,other,protocol
6199,2020-002510-40," A multicenter, randomized, double-blind, placebo-controlled, phase 2, 12-week treatment study followed by a 12 week open label phase and a 12-week follow-up period to assess the efficacy and safety of avdoralimab (IPH5401) C5aR blocking antibody in adult patients with chronic spontaneous urticaria resistant to H1-antihistamine treatment.",08-10-2020,NA,US NCT number,results
6200,2020-002510-40," A multicenter, randomized, double-blind, placebo-controlled, phase 2, 12-week treatment study followed by a 12 week open label phase and a 12-week follow-up period to assess the efficacy and safety of avdoralimab (IPH5401) C5aR blocking antibody in adult patients with chronic spontaneous urticaria resistant to H1-antihistamine treatment.",08-10-2020,NA,ISRCTN number,results
6201,2020-002541-41," A phase II trial of Cabozantinib in patients with advanced, low proliferative NEN G3.",26-11-2020,NA,US NCT number,protocol
6202,2020-002541-41," A phase II trial of Cabozantinib in patients with advanced, low proliferative NEN G3.",26-11-2020,NA,other,protocol
6203,2020-002541-41," A phase II trial of Cabozantinib in patients with advanced, low proliferative NEN G3.",26-11-2020,NA,US NCT number,results
6204,2020-002541-41," A phase II trial of Cabozantinib in patients with advanced, low proliferative NEN G3.",26-11-2020,NA,ISRCTN number,results
6205,2020-002622-87, A phase II trial of belimumab in combination with,02-06-2021,NA,US NCT number,protocol
6206,2020-002622-87, A phase II trial of belimumab in combination with,02-06-2021,NA,other,protocol
6207,2020-002622-87, A phase II trial of belimumab in combination with,02-06-2021,NA,US NCT number,results
6208,2020-002622-87, A phase II trial of belimumab in combination with,02-06-2021,NA,ISRCTN number,results
6209,2020-002683-31," A Phase II, single-arm trial of Atezolizumab/Platinum/Etoposide for the treatment of advanced large-cell neuroendocrine cancer of the lung",03-03-2021,NA,US NCT number,protocol
6210,2020-002683-31," A Phase II, single-arm trial of Atezolizumab/Platinum/Etoposide for the treatment of advanced large-cell neuroendocrine cancer of the lung",03-03-2021,NA,other,protocol
6211,2020-002683-31," A Phase II, single-arm trial of Atezolizumab/Platinum/Etoposide for the treatment of advanced large-cell neuroendocrine cancer of the lung",03-03-2021,NA,US NCT number,results
6212,2020-002683-31," A Phase II, single-arm trial of Atezolizumab/Platinum/Etoposide for the treatment of advanced large-cell neuroendocrine cancer of the lung",03-03-2021,NA,ISRCTN number,results
6213,2020-002788-80," An explorative study to assess the safety, tolerability, and efficacy of AZD4831 in the treatment of pulmonary arterial hypertension (PAH)",08-06-2020,NA,US NCT number,protocol
6214,2020-002788-80," An explorative study to assess the safety, tolerability, and efficacy of AZD4831 in the treatment of pulmonary arterial hypertension (PAH)",08-06-2020,NA,other,protocol
6215,2020-002788-80," An explorative study to assess the safety, tolerability, and efficacy of AZD4831 in the treatment of pulmonary arterial hypertension (PAH)",08-06-2020,NA,US NCT number,results
6216,2020-002788-80," An explorative study to assess the safety, tolerability, and efficacy of AZD4831 in the treatment of pulmonary arterial hypertension (PAH)",08-06-2020,NA,ISRCTN number,results
6217,2020-003503-34, A Phase 1/2a Trial of the Intravenous Administration of the SARS-CoV-2-Neutralizing Monoclonal Antibody DZIF-10c in SARS-CoV-2-Infected and -Uninfected Individuals,10-11-2020,NCT04631666,US NCT number,protocol
6218,2020-003503-34, A Phase 1/2a Trial of the Intravenous Administration of the SARS-CoV-2-Neutralizing Monoclonal Antibody DZIF-10c in SARS-CoV-2-Infected and -Uninfected Individuals,10-11-2020,NA,other,protocol
6219,2020-003503-34, A Phase 1/2a Trial of the Intravenous Administration of the SARS-CoV-2-Neutralizing Monoclonal Antibody DZIF-10c in SARS-CoV-2-Infected and -Uninfected Individuals,10-11-2020,NCT04631666,US NCT number,results
6220,2020-003503-34, A Phase 1/2a Trial of the Intravenous Administration of the SARS-CoV-2-Neutralizing Monoclonal Antibody DZIF-10c in SARS-CoV-2-Infected and -Uninfected Individuals,10-11-2020,NA,ISRCTN number,results
6221,2020-003925-42," A randomized open-label phase II study on the effect of durvalumab and tremelimumab combined with personalized SIRT (p-SIRT), standard-dose SIRT (sd-SIRT) or immunotherapy followed by on-demand loco-regional SIRT (od-SIRT) in non-resectable hepatocellular carcinoma (HCC) patients",31-05-2021,NA,US NCT number,protocol
6222,2020-003925-42," A randomized open-label phase II study on the effect of durvalumab and tremelimumab combined with personalized SIRT (p-SIRT), standard-dose SIRT (sd-SIRT) or immunotherapy followed by on-demand loco-regional SIRT (od-SIRT) in non-resectable hepatocellular carcinoma (HCC) patients",31-05-2021,NA,other,protocol
6223,2020-003925-42," A randomized open-label phase II study on the effect of durvalumab and tremelimumab combined with personalized SIRT (p-SIRT), standard-dose SIRT (sd-SIRT) or immunotherapy followed by on-demand loco-regional SIRT (od-SIRT) in non-resectable hepatocellular carcinoma (HCC) patients",31-05-2021,NA,US NCT number,results
6224,2020-003925-42," A randomized open-label phase II study on the effect of durvalumab and tremelimumab combined with personalized SIRT (p-SIRT), standard-dose SIRT (sd-SIRT) or immunotherapy followed by on-demand loco-regional SIRT (od-SIRT) in non-resectable hepatocellular carcinoma (HCC) patients",31-05-2021,NA,ISRCTN number,results
6225,2020-003986-20," A Phase II, Open-Label, Multicenter Study of Orally Administered CA-4948 for the Treatment of Anemia in Patients with Very Low, Low or Intermediate Risk Myelodysplastic Syndromes (MDS)",15-03-2021,NA,US NCT number,protocol
6226,2020-003986-20," A Phase II, Open-Label, Multicenter Study of Orally Administered CA-4948 for the Treatment of Anemia in Patients with Very Low, Low or Intermediate Risk Myelodysplastic Syndromes (MDS)",15-03-2021,NA,other,protocol
6227,2020-003986-20," A Phase II, Open-Label, Multicenter Study of Orally Administered CA-4948 for the Treatment of Anemia in Patients with Very Low, Low or Intermediate Risk Myelodysplastic Syndromes (MDS)",15-03-2021,NA,US NCT number,results
6228,2020-003986-20," A Phase II, Open-Label, Multicenter Study of Orally Administered CA-4948 for the Treatment of Anemia in Patients with Very Low, Low or Intermediate Risk Myelodysplastic Syndromes (MDS)",15-03-2021,NA,ISRCTN number,results
6229,2020-004102-63," AN OPEN LABEL, PHASE I/II STUDY TO INVESTIGATE THE USE OF VORAXAZE™ AS INTENDED INTERVENTION IN PATIENTS WITH CENTRAL NERVOUS SYSTEM LYMPHOMA AND WITH IMPAIRED RENAL FUNCTION BEING TREATED WITH HIGH-DOSE METHOTREXATE",12-11-2020,NA,US NCT number,protocol
6230,2020-004102-63," AN OPEN LABEL, PHASE I/II STUDY TO INVESTIGATE THE USE OF VORAXAZE™ AS INTENDED INTERVENTION IN PATIENTS WITH CENTRAL NERVOUS SYSTEM LYMPHOMA AND WITH IMPAIRED RENAL FUNCTION BEING TREATED WITH HIGH-DOSE METHOTREXATE",12-11-2020,NA,other,protocol
6231,2020-004102-63," AN OPEN LABEL, PHASE I/II STUDY TO INVESTIGATE THE USE OF VORAXAZE™ AS INTENDED INTERVENTION IN PATIENTS WITH CENTRAL NERVOUS SYSTEM LYMPHOMA AND WITH IMPAIRED RENAL FUNCTION BEING TREATED WITH HIGH-DOSE METHOTREXATE",12-11-2020,NA,US NCT number,results
6232,2020-004102-63," AN OPEN LABEL, PHASE I/II STUDY TO INVESTIGATE THE USE OF VORAXAZE™ AS INTENDED INTERVENTION IN PATIENTS WITH CENTRAL NERVOUS SYSTEM LYMPHOMA AND WITH IMPAIRED RENAL FUNCTION BEING TREATED WITH HIGH-DOSE METHOTREXATE",12-11-2020,NA,ISRCTN number,results
6233,2020-004360-26," A PROSPECTIVE, OPEN-LABEL, MULTICENTER, RANDOMIZED, PHASE 3 TRIAL OF ACALABRUTINIB, OBINUTUZUMAB AND VENETOCLAX (GAVE) COMPARED TO OBINUTUZUMAB AND VENETOCLAX (GVE) IN PREVIOUSLY UNTREATED PATIENTS WITH HIGH RISK (17P-DELETION, TP53- MUTATION OR COMPLEX KARYOTYPE) CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)",24-06-2021,NA,US NCT number,protocol
6234,2020-004360-26," A PROSPECTIVE, OPEN-LABEL, MULTICENTER, RANDOMIZED, PHASE 3 TRIAL OF ACALABRUTINIB, OBINUTUZUMAB AND VENETOCLAX (GAVE) COMPARED TO OBINUTUZUMAB AND VENETOCLAX (GVE) IN PREVIOUSLY UNTREATED PATIENTS WITH HIGH RISK (17P-DELETION, TP53- MUTATION OR COMPLEX KARYOTYPE) CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)",24-06-2021,Sponsor Number Uni-Koeln-4441 ,other,protocol
6235,2020-004360-26," A PROSPECTIVE, OPEN-LABEL, MULTICENTER, RANDOMIZED, PHASE 3 TRIAL OF ACALABRUTINIB, OBINUTUZUMAB AND VENETOCLAX (GAVE) COMPARED TO OBINUTUZUMAB AND VENETOCLAX (GVE) IN PREVIOUSLY UNTREATED PATIENTS WITH HIGH RISK (17P-DELETION, TP53- MUTATION OR COMPLEX KARYOTYPE) CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)",24-06-2021,NA,US NCT number,results
6236,2020-004360-26," A PROSPECTIVE, OPEN-LABEL, MULTICENTER, RANDOMIZED, PHASE 3 TRIAL OF ACALABRUTINIB, OBINUTUZUMAB AND VENETOCLAX (GAVE) COMPARED TO OBINUTUZUMAB AND VENETOCLAX (GVE) IN PREVIOUSLY UNTREATED PATIENTS WITH HIGH RISK (17P-DELETION, TP53- MUTATION OR COMPLEX KARYOTYPE) CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)",24-06-2021,NA,ISRCTN number,results
6237,2020-004399-16," Efficacy of erenumab in chronic cluster headache: A 10-week double-blind, randomized, placebo-controlled, multicentric trial",23-02-2021,NA,US NCT number,protocol
6238,2020-004399-16," Efficacy of erenumab in chronic cluster headache: A 10-week double-blind, randomized, placebo-controlled, multicentric trial",23-02-2021,NA,other,protocol
6239,2020-004399-16," Efficacy of erenumab in chronic cluster headache: A 10-week double-blind, randomized, placebo-controlled, multicentric trial",23-02-2021,NA,US NCT number,results
6240,2020-004399-16," Efficacy of erenumab in chronic cluster headache: A 10-week double-blind, randomized, placebo-controlled, multicentric trial",23-02-2021,NA,ISRCTN number,results
6241,2020-004448-27, A Phase 1/2a Trial of the Inhaled Administration of the SARS-CoV-2-Neutralizing Monoclonal Antibody DZIF-10c in SARS-CoV-2-Infected and -Uninfected Individuals,18-11-2020,NCT04631705,US NCT number,protocol
6242,2020-004448-27, A Phase 1/2a Trial of the Inhaled Administration of the SARS-CoV-2-Neutralizing Monoclonal Antibody DZIF-10c in SARS-CoV-2-Infected and -Uninfected Individuals,18-11-2020,NA,other,protocol
